"cancer","category","rf","cor","pvalue","p.adj","sign","group","group2"
"Melanoma","NZHS","ED visit",0.0428960437699635,0.557821245408405,0.637509994752463,"pos","Social","ED visit"
"Melanoma","NZHS","Ex-smokers",0.10431561073944,0.153151161761625,0.283318669463081,"pos","Social","Ex-smokers"
"Melanoma","NZHS","Excellent, very good or good self-rated health",0.138191466729093,0.0579172572752506,0.149942293499354,"pos","Social","Excellent, very good or good self-rated health"
"Melanoma","NZHS","Fair or poor self-rated health",-0.138183279604658,0.0579322497611142,0.149942293499354,"neg","Social","Fair or poor self-rated health"
"Melanoma","NZHS","Fruit intake",-0.0829644149432623,0.256390646856304,0.420964185482216,"neg","Social","Fruit intake"
"Melanoma","NZHS","GP good at explaining health conditions and treatments",0.0560687248099586,0.443493645375624,0.564135563451716,"pos","Social","GP good at explaining health conditions and treatments"
"Melanoma","NZHS","GP good at involving patient in decisions",-0.0419113261807074,0.566905559852916,0.639585759834059,"neg","Social","GP good at involving patient in decisions"
"Melanoma","NZHS","GP visit",-0.288259051071453,5.76245925385171e-05,0.000780214861011821,"neg","Social","GP visit"
"Melanoma","NZHS","Gout",-0.226787858817829,0.00170032085986017,0.00997521571117964,"neg","Social","Gout"
"Melanoma","NZHS","Hazardous drinkers (past-year drinkers)",0.0635323464524074,0.519659199324064,0.601710651848917,"pos","Social","Hazardous drinkers (past-year drinkers)"
"Melanoma","NZHS","Hazardous drinkers (total population)",0.107385815600069,0.275553879803194,0.425416516187388,"pos","Social","Hazardous drinkers (total population)"
"Melanoma","NZHS","Healthy weight",0.0644943532142409,0.377946033676951,0.51505821823826,"pos","Social","Healthy weight"
"Melanoma","NZHS","Heart failure",-0.0935006956028495,0.200650701950498,0.34622081905184,"neg","Social","Heart failure"
"Melanoma","NZHS","Heavy episodic drinking at least monthly (past-year drinkers)",0.0791761021375204,0.42205375106664,0.554339255132303,"pos","Social","Heavy episodic drinking at least monthly (past-year drinkers)"
"Melanoma","NZHS","Heavy episodic drinking at least monthly (total population)",0.120587022851993,0.220449039806413,0.373067605826237,"pos","Social","Heavy episodic drinking at least monthly (total population)"
"Melanoma","NZHS","Heavy episodic drinking at least weekly (past-year drinkers)",0.0414622769742072,0.674517024279958,0.751360735906789,"pos","Social","Heavy episodic drinking at least weekly (past-year drinkers)"
"Melanoma","NZHS","Heavy episodic drinking at least weekly (total population)",0.0717762710093651,0.466844394453696,0.570587593221183,"pos","Social","Heavy episodic drinking at least weekly (total population)"
"Melanoma","NZHS","Heavy smokers",0.150616321558964,0.0396295394164553,0.122073385364184,"pos","Social","Heavy smokers"
"Melanoma","NZHS","High blood pressure (medicated)",0.0709896761855303,0.331698892095947,0.478516434499071,"pos","Social","High blood pressure (medicated)"
"Melanoma","NZHS","High cholesterol (medicated)",0.141214871249292,0.0525953623972097,0.144637246592327,"pos","Social","High cholesterol (medicated)"
"Melanoma","NZHS","Highly physically active",0.103345704031503,0.157028849652395,0.283318669463081,"pos","Social","Highly physically active"
"Melanoma","NZHS","Ischaemic heart disease",0.258192787793576,0.000334465638778939,0.00367912202656832,"pos","Social","Ischaemic heart disease"
"Melanoma","NZHS","Little or no physical activity",-0.080564641519168,0.27045061066596,0.425416516187388,"neg","Social","Little or no physical activity"
"Melanoma","NZHS","Mean BMI (kg/m²)",-0.132717533531052,0.068679532283566,0.156548977669577,"neg","Social","Mean BMI (kg/m²)"
"Melanoma","NZHS","Mean diastolic blood pressure (mmHg)",-0.0938267752720622,0.258318932000451,0.420964185482216,"neg","Social","Mean diastolic blood pressure (mmHg)"
"Melanoma","NZHS","Mean height (cm)",0.397080112471075,1.53995866812596e-08,1.35516362795084e-06,"pos","Social","Mean height (cm)"
"Melanoma","NZHS","Mean number of GP visits",-0.250869548606589,0.000497952927077218,0.00486887306475502,"neg","Social","Mean number of GP visits"
"Melanoma","NZHS","Mean number of after-hours visits",-0.24099056193308,0.000836384360408055,0.00613348530965907,"neg","Social","Mean number of after-hours visits"
"Melanoma","NZHS","Mean number of cigarettes",0.228148399291422,0.00168667139611178,0.00997521571117964,"pos","Social","Mean number of cigarettes"
"Melanoma","NZHS","Mean number of practice nurse visits",0.124013502087744,0.089100304193817,0.191239677294046,"pos","Social","Mean number of practice nurse visits"
"Melanoma","NZHS","Mean systolic blood pressure (mmHg)",-0.0332583641736374,0.689226832772575,0.758149516049833,"neg","Social","Mean systolic blood pressure (mmHg)"
"Melanoma","NZHS","Mean waist (cm)",-0.0717807037711779,0.326325644304206,0.478516434499071,"neg","Social","Mean waist (cm)"
"Melanoma","NZHS","Mean weight (kg)",-0.0189612869349702,0.79565948684473,0.83193300986049,"neg","Social","Mean weight (kg)"
"Melanoma","NZHS","Mood and/or anxiety disorder",0.132443388806834,0.0692587612893552,0.156548977669577,"pos","Social","Mood and/or anxiety disorder"
"Melanoma","NZHS","Mood disorder (depression and/or bipolar)",0.160940570282155,0.026943804894248,0.0925730049931366,"pos","Social","Mood disorder (depression and/or bipolar)"
"Melanoma","NZHS","Mostly smoke both manufactured and roll-your own cigarettes",-0.0779696377267309,0.287529968923513,0.428858258733375,"neg","Social","Mostly smoke both manufactured and roll-your own cigarettes"
"Melanoma","NZHS","Mostly smoke manufactured cigarettes",-0.143285815157467,0.0498012224217543,0.144637246592327,"neg","Social","Mostly smoke manufactured cigarettes"
"Melanoma","NZHS","Mostly smoke roll-your-own cigarettes",0.197720656756694,0.00653151154097415,0.0319318342003181,"pos","Social","Mostly smoke roll-your-own cigarettes"
"Melanoma","NZHS","Obese",-0.134723005735333,0.0645613572596672,0.156548977669577,"neg","Social","Obese"
"Melanoma","NZHS","Obese class 1",0.00233282564954508,0.974585025809769,0.974585025809769,"pos","Social","Obese class 1"
"Melanoma","NZHS","Obese class 2",-0.209549362639662,0.00380470182515802,0.0197316899405662,"neg","Social","Obese class 2"
"Melanoma","NZHS","Obese class 3",-0.141501198054694,0.0521130937451352,0.144637246592327,"neg","Social","Obese class 3"
"Melanoma","NZHS","Only visit dental health care worker for problems",-0.0213186366046693,0.770920087747432,0.817361056888844,"neg","Social","Only visit dental health care worker for problems"
"Melanoma","NZHS","Osteoarthritis",0.160519746044378,0.0273511151116086,0.0925730049931366,"pos","Social","Osteoarthritis"
"Melanoma","NZHS","Overweight (but not obese)",0.154201726428899,0.0341287151298866,0.111234330793704,"pos","Social","Overweight (but not obese)"
"Melanoma","NZHS","Overweight or obese",-0.0511904786939726,0.484212824803988,0.575820656523662,"neg","Social","Overweight or obese"
"Melanoma","NZHS","Past-year drinkers",0.235456799358112,0.00110824469366879,0.0075019640802195,"pos","Social","Past-year drinkers"
"Melanoma","NZHS","Physically active",0.103263950021859,0.157359045595223,0.283318669463081,"pos","Social","Physically active"
"Melanoma","NZHS","Practice nurse visit",0.105906296779248,0.146948641553528,0.283318669463081,"pos","Social","Practice nurse visit"
"Melanoma","NZHS","Private health insurance",-0.0107451477914265,0.883332812502382,0.903875436048949,"neg","Social","Private health insurance"
"Melanoma","NZHS","Psychological distress",-0.190327453418805,0.00870992599680578,0.0403407098799426,"neg","Social","Psychological distress"
"Melanoma","NZHS","Raised blood pressure (measured)",-0.13354138556141,0.106850536837156,0.213701073674312,"neg","Social","Raised blood pressure (measured)"
"Melanoma","NZHS","Rheumatoid arthritis",0.160691100206819,0.0271846320310672,0.0925730049931366,"pos","Social","Rheumatoid arthritis"
"Melanoma","NZHS","Self-rated health - excellent",0.0641583756857996,0.380440729380533,0.51505821823826,"pos","Social","Self-rated health - excellent"
"Melanoma","NZHS","Self-rated health - fair",-0.0975092218996671,0.181935181430593,0.320205919317843,"neg","Social","Self-rated health - fair"
"Melanoma","NZHS","Self-rated health - good",-0.298975178347153,2.92860361311055e-05,0.000644292794884321,"neg","Social","Self-rated health - good"
"Melanoma","NZHS","Self-rated health - poor",-0.167808178314368,0.0209953587211882,0.0839814348847527,"neg","Social","Self-rated health - poor"
"Melanoma","NZHS","Self-rated health - very good",0.319243166664729,7.55306888521527e-06,0.000221556687299648,"pos","Social","Self-rated health - very good"
"Melanoma","NZHS","Stroke",0.0253539776298563,0.729115079546497,0.792125024692491,"pos","Social","Stroke"
"Melanoma","NZHS","Teeth removed due to decay in lifetime",0.133529904239165,0.0669862616414647,0.156548977669577,"pos","Social","Teeth removed due to decay in lifetime"
"Melanoma","NZHS","Teeth removed due to decay in past 12 months",-0.0683659015715038,0.34992497420842,0.495368888936859,"neg","Social","Teeth removed due to decay in past 12 months"
"Melanoma","NZHS","Unable to get appointment within 24 hours",-0.0626111954758599,0.392057802690853,0.522743736921137,"neg","Social","Unable to get appointment within 24 hours"
"Melanoma","NZHS","Underweight",-0.0536750155519081,0.463227190230327,0.570587593221183,"neg","Social","Underweight"
"Melanoma","NZHS","Unfilled prescription due to cost",-0.209507902326401,0.00381180373851847,0.0197316899405662,"neg","Social","Unfilled prescription due to cost"
"Melanoma","NZHS","Unmet need for GP due to cost",-0.149369610577788,0.0402287292677423,0.122073385364184,"neg","Social","Unmet need for GP due to cost"
"Melanoma","NZHS","Unmet need for GP due to lack of transport",-0.289662058502779,5.28185775854937e-05,0.000780214861011821,"neg","Social","Unmet need for GP due to lack of transport"
"Melanoma","NZHS","Unmet need for after-hours due to cost",-0.246267387065727,0.000635671104520694,0.0055939057197821,"neg","Social","Unmet need for after-hours due to cost"
"Melanoma","NZHS","Unmet need for after-hours due to lack of transport",-0.287057913106103,6.2062545762304e-05,0.000780214861011821,"neg","Social","Unmet need for after-hours due to lack of transport"
"Melanoma","NZHS","Unmet need for primary health care",-0.119391321147773,0.101770799879054,0.208275125333878,"neg","Social","Unmet need for primary health care"
"Melanoma","NZHS","Vegetable and fruit intake",0.0677014056929361,0.354639090943433,0.495368888936859,"pos","Social","Vegetable and fruit intake"
"Melanoma","NZHS","Vegetable intake",0.168534922312063,0.0204379726397951,0.0839814348847527,"pos","Social","Vegetable intake"
"Melanoma","NZHS","Waist to height ratio ≥ 0.5",-0.126335380216649,0.0832291028886665,0.183104026355066,"neg","Social","Waist to height ratio ≥ 0.5"
"Non-Hodgkin lymphoma","NZHS","After-hours medical centre visit",0.0716768065950582,0.32702817243641,0.685201885104858,"pos","Social","After-hours medical centre visit"
"Non-Hodgkin lymphoma","NZHS","All teeth removed due to decay",-0.0844742598826214,0.247807250463446,0.605751056688423,"neg","Social","All teeth removed due to decay"
"Non-Hodgkin lymphoma","NZHS","Amphetamine use (16-64 years)",-0.124458436170273,0.0879502962136481,0.36855362222862,"neg","Social","Amphetamine use (16-64 years)"
"Non-Hodgkin lymphoma","NZHS","Amphetamine use (total population)",-0.122793974826232,0.0923140596549599,0.36925623861984,"neg","Social","Amphetamine use (total population)"
"Non-Hodgkin lymphoma","NZHS","Anxiety disorder",0.208422543988563,0.00400202185754452,0.0470080203840548,"pos","Social","Anxiety disorder"
"Non-Hodgkin lymphoma","NZHS","Arthritis",-0.0444464784175695,0.543662014144877,0.854326022227664,"neg","Social","Arthritis"
"Non-Hodgkin lymphoma","NZHS","Asthma (medicated)",0.209437468159321,0.00382389610230422,0.0470080203840548,"pos","Social","Asthma (medicated)"
"Non-Hodgkin lymphoma","NZHS","Bipolar disorder",-0.14610721842651,0.0448460826126266,0.232144427641832,"neg","Social","Bipolar disorder"
"Non-Hodgkin lymphoma","NZHS","Cannabis use",0.00504723119762153,0.945046869199547,0.955909476891495,"pos","Social","Cannabis use"
"Non-Hodgkin lymphoma","NZHS","Chronic pain",0.142373423077673,0.0506665402832518,0.234666081311903,"pos","Social","Chronic pain"
"Non-Hodgkin lymphoma","NZHS","Current smokers",-0.185779761899527,0.0104845026859953,0.0659025883119703,"neg","Social","Current smokers"
"Non-Hodgkin lymphoma","NZHS","Daily smokers",-0.195140320010842,0.00712686423745857,0.0482433886843349,"neg","Social","Daily smokers"
"Non-Hodgkin lymphoma","NZHS","Definite confidence and trust in GP",0.0907550340932539,0.214250198499314,0.594979759477036,"pos","Social","Definite confidence and trust in GP"
"Non-Hodgkin lymphoma","NZHS","Dental health care worker visit",0.0524194408736616,0.473769016987323,0.833833469897689,"pos","Social","Dental health care worker visit"
"Non-Hodgkin lymphoma","NZHS","Depression",0.0270455675226309,0.711817627366228,0.934924644898927,"pos","Social","Depression"
"Non-Hodgkin lymphoma","NZHS","Diabetes",0.090678367513914,0.214639172231216,0.594979759477036,"pos","Social","Diabetes"
"Non-Hodgkin lymphoma","NZHS","ED visit",0.00702925112473464,0.923523488275622,0.955909476891495,"pos","Social","ED visit"
"Non-Hodgkin lymphoma","NZHS","Ex-smokers",0.0181280562618468,0.804454277904833,0.953602934968628,"pos","Social","Ex-smokers"
"Non-Hodgkin lymphoma","NZHS","Excellent, very good or good self-rated health",-0.087835948452164,0.229418465438107,0.594979759477036,"neg","Social","Excellent, very good or good self-rated health"
"Non-Hodgkin lymphoma","NZHS","Fair or poor self-rated health",0.0877495748729687,0.229878543434309,0.594979759477036,"pos","Social","Fair or poor self-rated health"
"Non-Hodgkin lymphoma","NZHS","Fruit intake",0.0244050790940626,0.738878981528687,0.942338411224992,"pos","Social","Fruit intake"
"Non-Hodgkin lymphoma","NZHS","GP good at explaining health conditions and treatments",-0.0032035761397583,0.965103819117852,0.965103819117852,"neg","Social","GP good at explaining health conditions and treatments"
"Non-Hodgkin lymphoma","NZHS","GP good at involving patient in decisions",0.0054739722254684,0.940408852445382,0.955909476891495,"pos","Social","GP good at involving patient in decisions"
"Non-Hodgkin lymphoma","NZHS","GP visit",-0.0560885928355007,0.44333187402862,0.812775102385803,"neg","Social","GP visit"
"Non-Hodgkin lymphoma","NZHS","Gout",0.0181054524476317,0.80469321007058,0.953602934968628,"pos","Social","Gout"
"Non-Hodgkin lymphoma","NZHS","Hazardous drinkers (past-year drinkers)",-0.227813705370801,0.0194249134376363,0.113959492167466,"neg","Social","Hazardous drinkers (past-year drinkers)"
"Non-Hodgkin lymphoma","NZHS","Hazardous drinkers (total population)",-0.26132051695551,0.00708883239171434,0.0482433886843349,"neg","Social","Hazardous drinkers (total population)"
"Non-Hodgkin lymphoma","NZHS","Healthy weight",0.0413989734116995,0.57165982371045,0.867345939422751,"pos","Social","Healthy weight"
"Non-Hodgkin lymphoma","NZHS","Heart failure",0.198974961705853,0.006054654092094,0.0482433886843349,"pos","Social","Heart failure"
"Non-Hodgkin lymphoma","NZHS","Heavy episodic drinking at least monthly (past-year drinkers)",-0.295168753890259,0.00223724705370223,0.0470080203840548,"neg","Social","Heavy episodic drinking at least monthly (past-year drinkers)"
"Non-Hodgkin lymphoma","NZHS","Heavy episodic drinking at least monthly (total population)",-0.321341232016638,0.000830386508333672,0.041896815371003,"neg","Social","Heavy episodic drinking at least monthly (total population)"
"Non-Hodgkin lymphoma","NZHS","Heavy episodic drinking at least weekly (past-year drinkers)",-0.289414137390511,0.00274918784787367,0.0470080203840548,"neg","Social","Heavy episodic drinking at least weekly (past-year drinkers)"
"Non-Hodgkin lymphoma","NZHS","Heavy episodic drinking at least weekly (total population)",-0.317863903691886,0.000952200349340977,0.041896815371003,"neg","Social","Heavy episodic drinking at least weekly (total population)"
"Non-Hodgkin lymphoma","NZHS","Heavy smokers",-0.1088199806422,0.138202217247319,0.486471804710564,"neg","Social","Heavy smokers"
"Non-Hodgkin lymphoma","NZHS","High blood pressure (medicated)",-0.0498902814216518,0.495395406013938,0.854326022227664,"neg","Social","High blood pressure (medicated)"
"Non-Hodgkin lymphoma","NZHS","High cholesterol (medicated)",-0.0273964915495423,0.708247243026452,0.934924644898927,"neg","Social","High cholesterol (medicated)"
"Non-Hodgkin lymphoma","NZHS","Highly physically active",0.0480311690233194,0.511619662870271,0.854326022227664,"pos","Social","Highly physically active"
"Non-Hodgkin lymphoma","NZHS","Ischaemic heart disease",-0.0160866954854235,0.826102797242947,0.955909476891495,"neg","Social","Ischaemic heart disease"
"Non-Hodgkin lymphoma","NZHS","Little or no physical activity",-0.0592055750051414,0.418369855254755,0.783330792817413,"neg","Social","Little or no physical activity"
"Non-Hodgkin lymphoma","NZHS","Mean BMI (kg/m²)",-0.0351751876266625,0.63085798460952,0.910090207305537,"neg","Social","Mean BMI (kg/m²)"
"Non-Hodgkin lymphoma","NZHS","Mean diastolic blood pressure (mmHg)",0.225773731651424,0.00596702752021997,0.0482433886843349,"pos","Social","Mean diastolic blood pressure (mmHg)"
"Non-Hodgkin lymphoma","NZHS","Mean height (cm)",-0.0087378613559493,0.905013045838759,0.955909476891495,"neg","Social","Mean height (cm)"
"Non-Hodgkin lymphoma","NZHS","Mean number of GP visits",-0.13406920678932,0.0658811061666442,0.289876867133235,"neg","Social","Mean number of GP visits"
"Non-Hodgkin lymphoma","NZHS","Mean number of after-hours visits",0.0977273297332591,0.180955011094612,0.589779295419475,"pos","Social","Mean number of after-hours visits"
"Non-Hodgkin lymphoma","NZHS","Mean number of cigarettes",-0.205367640277227,0.00480763844836924,0.0470080203840548,"neg","Social","Mean number of cigarettes"
"Non-Hodgkin lymphoma","NZHS","Mean number of practice nurse visits",0.0118837288744332,0.871072629694077,0.955909476891495,"pos","Social","Mean number of practice nurse visits"
"Non-Hodgkin lymphoma","NZHS","Mean systolic blood pressure (mmHg)",0.0973447223858134,0.240814059624657,0.605475349913422,"pos","Social","Mean systolic blood pressure (mmHg)"
"Non-Hodgkin lymphoma","NZHS","Mean waist (cm)",-0.0295254926757666,0.686724907892556,0.934924644898927,"neg","Social","Mean waist (cm)"
"Non-Hodgkin lymphoma","NZHS","Mean weight (kg)",-0.0445353388803509,0.542855909483688,0.854326022227664,"neg","Social","Mean weight (kg)"
"Non-Hodgkin lymphoma","NZHS","Mood and/or anxiety disorder",0.0895020559311722,0.220670692926739,0.594979759477036,"pos","Social","Mood and/or anxiety disorder"
"Non-Hodgkin lymphoma","NZHS","Mood disorder (depression and/or bipolar)",0.00626431657510037,0.931824437470024,0.955909476891495,"pos","Social","Mood disorder (depression and/or bipolar)"
"Non-Hodgkin lymphoma","NZHS","Mostly smoke both manufactured and roll-your own cigarettes",-0.0449640038598598,0.540065732266754,0.854326022227664,"neg","Social","Mostly smoke both manufactured and roll-your own cigarettes"
"Non-Hodgkin lymphoma","NZHS","Mostly smoke manufactured cigarettes",0.117796012434079,0.107403132401094,0.406774854816263,"pos","Social","Mostly smoke manufactured cigarettes"
"Non-Hodgkin lymphoma","NZHS","Mostly smoke roll-your-own cigarettes",-0.0956599851071555,0.191595843183703,0.593155271878417,"neg","Social","Mostly smoke roll-your-own cigarettes"
"Non-Hodgkin lymphoma","NZHS","Obese",-0.0281149463060573,0.700957396507123,0.934924644898927,"neg","Social","Obese"
"Non-Hodgkin lymphoma","NZHS","Obese class 1",-0.0296738520171713,0.685234232312561,0.934924644898927,"neg","Social","Obese class 1"
"Non-Hodgkin lymphoma","NZHS","Obese class 2",0.0104436277393226,0.886584336276488,0.955909476891495,"pos","Social","Obese class 2"
"Non-Hodgkin lymphoma","NZHS","Obese class 3",-0.0475729003578128,0.515660766820708,0.854326022227664,"neg","Social","Obese class 3"
"Non-Hodgkin lymphoma","NZHS","Only visit dental health care worker for problems",-0.0638444150516198,0.382780992914459,0.732276682097226,"neg","Social","Only visit dental health care worker for problems"
"Non-Hodgkin lymphoma","NZHS","Osteoarthritis",0.0737680167183898,0.313075387567208,0.678884513129552,"pos","Social","Osteoarthritis"
"Non-Hodgkin lymphoma","NZHS","Overweight (but not obese)",-0.07038938134224,0.335814182456499,0.687247629213301,"neg","Social","Overweight (but not obese)"
"Non-Hodgkin lymphoma","NZHS","Overweight or obese",-0.0757585727809969,0.300160804099353,0.67728591694213,"neg","Social","Overweight or obese"
"Non-Hodgkin lymphoma","NZHS","Past-year drinkers",-0.116323341163151,0.110938596768072,0.406774854816263,"neg","Social","Past-year drinkers"
"Non-Hodgkin lymphoma","NZHS","Physically active",0.0320960383218802,0.661072180974041,0.934924644898927,"pos","Social","Physically active"
"Non-Hodgkin lymphoma","NZHS","Practice nurse visit",-0.0173461474974711,0.81272977412099,0.953602934968628,"neg","Social","Practice nurse visit"
"Non-Hodgkin lymphoma","NZHS","Private health insurance",0.0371919329318243,0.611391345158589,0.910090207305537,"pos","Social","Private health insurance"
"Non-Hodgkin lymphoma","NZHS","Psychological distress",0.20509121876909,0.00464041701794677,0.0470080203840548,"pos","Social","Psychological distress"
"Non-Hodgkin lymphoma","NZHS","Raised blood pressure (measured)",0.259853057159545,0.00148070861484256,0.0434341193687152,"pos","Social","Raised blood pressure (measured)"
"Non-Hodgkin lymphoma","NZHS","Rheumatoid arthritis",-0.0945816891218982,0.195471623687206,0.593155271878417,"neg","Social","Rheumatoid arthritis"
"Non-Hodgkin lymphoma","NZHS","Self-rated health - excellent",-0.0184563239959558,0.800986397846481,0.953602934968628,"neg","Social","Self-rated health - excellent"
"Non-Hodgkin lymphoma","NZHS","Self-rated health - fair",0.0983808290432174,0.178041493538957,0.589779295419475,"pos","Social","Self-rated health - fair"
"Non-Hodgkin lymphoma","NZHS","Self-rated health - good",-0.0248120757396593,0.734685877484236,0.942338411224992,"neg","Social","Self-rated health - good"
"Non-Hodgkin lymphoma","NZHS","Self-rated health - poor",0.0121293067663804,0.868432180444145,0.955909476891495,"pos","Social","Self-rated health - poor"
"Non-Hodgkin lymphoma","NZHS","Self-rated health - very good",-0.00933783747123407,0.898524736868804,0.955909476891495,"neg","Social","Self-rated health - very good"
"Non-Hodgkin lymphoma","NZHS","Stroke",-0.0417179121371438,0.568698092410191,0.867345939422751,"neg","Social","Stroke"
"Non-Hodgkin lymphoma","NZHS","Teeth removed due to decay in lifetime",-0.142656809880008,0.0502037969237423,0.234666081311903,"neg","Social","Teeth removed due to decay in lifetime"
"Non-Hodgkin lymphoma","NZHS","Teeth removed due to decay in past 12 months",-0.0650704244572495,0.3736919280237,0.730775325913012,"neg","Social","Teeth removed due to decay in past 12 months"
"Non-Hodgkin lymphoma","NZHS","Unable to get appointment within 24 hours",0.0183081769530804,0.802550972887226,0.953602934968628,"pos","Social","Unable to get appointment within 24 hours"
"Non-Hodgkin lymphoma","NZHS","Underweight",0.155657453018769,0.0324523722457963,0.17848804735188,"pos","Social","Underweight"
"Non-Hodgkin lymphoma","NZHS","Unfilled prescription due to cost",-0.0360019620361561,0.62284575729364,0.910090207305537,"neg","Social","Unfilled prescription due to cost"
"Non-Hodgkin lymphoma","NZHS","Unmet need for GP due to cost",0.0210842733231757,0.773369760727955,0.953602934968628,"pos","Social","Unmet need for GP due to cost"
"Non-Hodgkin lymphoma","NZHS","Unmet need for GP due to lack of transport",-0.0732796556744013,0.31629846634445,0.678884513129552,"neg","Social","Unmet need for GP due to lack of transport"
"Non-Hodgkin lymphoma","NZHS","Unmet need for after-hours due to cost",-0.0127931692154025,0.861301706426005,0.955909476891495,"neg","Social","Unmet need for after-hours due to cost"
"Non-Hodgkin lymphoma","NZHS","Unmet need for after-hours due to lack of transport",-0.077835851337579,0.2870645679827,0.677099971990402,"neg","Social","Unmet need for after-hours due to lack of transport"
"Non-Hodgkin lymphoma","NZHS","Unmet need for primary health care",0.00800781023654567,0.912916472379257,0.955909476891495,"pos","Social","Unmet need for primary health care"
"Non-Hodgkin lymphoma","NZHS","Vegetable and fruit intake",-0.0540947485558553,0.459732247199688,0.825641586807602,"neg","Social","Vegetable and fruit intake"
"Non-Hodgkin lymphoma","NZHS","Vegetable intake",-0.0675162875850334,0.355959421406241,0.711918842812483,"neg","Social","Vegetable intake"
"Non-Hodgkin lymphoma","NZHS","Waist to height ratio ≥ 0.5",-0.0769846323991335,0.292384078814037,0.677099971990402,"neg","Social","Waist to height ratio ≥ 0.5"
"Ovarian","NZHS","After-hours medical centre visit",0.144440933176666,0.0473705278124143,0.173691935312186,"pos","Social","After-hours medical centre visit"
"Ovarian","NZHS","All teeth removed due to decay",-0.135358047995593,0.0633002689092497,0.194569942687136,"neg","Social","All teeth removed due to decay"
"Ovarian","NZHS","Amphetamine use (16-64 years)",-0.161590056185381,0.026325374262536,0.136272525594304,"neg","Social","Amphetamine use (16-64 years)"
"Ovarian","NZHS","Amphetamine use (total population)",-0.162406442193165,0.025565316161179,0.136272525594304,"neg","Social","Amphetamine use (total population)"
"Ovarian","NZHS","Anxiety disorder",-0.0804676127706889,0.271029909150183,0.404248000088408,"neg","Social","Anxiety disorder"
"Ovarian","NZHS","Arthritis",-0.127422276853814,0.0805896595075958,0.208585001078483,"neg","Social","Arthritis"
"Ovarian","NZHS","Asthma (medicated)",-0.0497103280027454,0.496953833406726,0.633796193330317,"neg","Social","Asthma (medicated)"
"Ovarian","NZHS","Bipolar disorder",-0.142676278120711,0.0501721365744485,0.176605920742059,"neg","Social","Bipolar disorder"
"Ovarian","NZHS","Cannabis use",-0.158932263078563,0.0289353940220681,0.141461926330111,"neg","Social","Cannabis use"
"Ovarian","NZHS","Chronic pain",-0.0979282238449653,0.180055644561185,0.304709552334314,"neg","Social","Chronic pain"
"Ovarian","NZHS","Current smokers",-0.258286640033925,0.000332738927771672,0.00784291457250369,"neg","Social","Current smokers"
"Ovarian","NZHS","Daily smokers",-0.283030299679287,7.93995398688154e-05,0.00698715950845576,"neg","Social","Daily smokers"
"Ovarian","NZHS","Definite confidence and trust in GP",0.0409860099201495,0.575505462705735,0.703395565529232,"pos","Social","Definite confidence and trust in GP"
"Ovarian","NZHS","Dental health care worker visit",0.16489924433957,0.023359947677632,0.136272525594304,"pos","Social","Dental health care worker visit"
"Ovarian","NZHS","Depression",-0.166062330706513,0.0223883276658698,0.136272525594304,"neg","Social","Depression"
"Ovarian","NZHS","Diabetes",-0.12541070359371,0.0855289011557061,0.209070647269504,"neg","Social","Diabetes"
"Ovarian","NZHS","ED visit",-0.257033265623911,0.000356496116931986,0.00784291457250369,"neg","Social","ED visit"
"Ovarian","NZHS","Ex-smokers",-0.0606793237765464,0.406859240219048,0.534382285660839,"neg","Social","Ex-smokers"
"Ovarian","NZHS","Excellent, very good or good self-rated health",0.154369558396652,0.0339317780316995,0.14219030794236,"pos","Social","Excellent, very good or good self-rated health"
"Ovarian","NZHS","Fair or poor self-rated health",-0.154369558396652,0.0339317780316995,0.14219030794236,"neg","Social","Fair or poor self-rated health"
"Ovarian","NZHS","Fruit intake",0.258708097413015,0.000325086400124775,0.00784291457250369,"pos","Social","Fruit intake"
"Ovarian","NZHS","GP good at explaining health conditions and treatments",0.118238315453694,0.105143425031619,0.231315535069561,"pos","Social","GP good at explaining health conditions and treatments"
"Ovarian","NZHS","GP good at involving patient in decisions",0.133848943503687,0.0663306622797054,0.194569942687136,"pos","Social","GP good at involving patient in decisions"
"Ovarian","NZHS","GP visit",-0.00253204953862706,0.972415404933283,0.983592593495734,"neg","Social","GP visit"
"Ovarian","NZHS","Gout",-0.100456353073734,0.169017888859589,0.291638710189095,"neg","Social","Gout"
"Ovarian","NZHS","Hazardous drinkers (past-year drinkers)",-0.0857078299416511,0.384665547968562,0.52077797263436,"neg","Social","Hazardous drinkers (past-year drinkers)"
"Ovarian","NZHS","Hazardous drinkers (total population)",-0.102257916761604,0.299264125543941,0.431725295866669,"neg","Social","Hazardous drinkers (total population)"
"Ovarian","NZHS","Healthy weight",0.0464966033194678,0.525215969223384,0.66027150416654,"pos","Social","Healthy weight"
"Ovarian","NZHS","Heart failure",0.0187139604857941,0.798267397675462,0.889209253106843,"pos","Social","Heart failure"
"Ovarian","NZHS","Heavy episodic drinking at least monthly (past-year drinkers)",-0.0211958501450275,0.830065914156235,0.913072505571858,"neg","Social","Heavy episodic drinking at least monthly (past-year drinkers)"
"Ovarian","NZHS","Heavy episodic drinking at least monthly (total population)",-0.0428118969009952,0.664550633423295,0.779739409883333,"neg","Social","Heavy episodic drinking at least monthly (total population)"
